Réf. Part.;Type partenaire;Code EPJ;RS EPJ;Adresse EPJ;Forçage;Motif forçage;Date forçage;Client;Statut;Taux;Code département;Denom part.;Adresse part.;CP part.;Ville part.;Blacklistage;Motif blacklistage;Date blacklistage
EG0425676;;51207446;"Alpha Economie";"6 lot Migraniers 83250 LA LONDE LES MAURES";;;;;Non Annonceur;Taux 3;083;"Tryba La Londe-les-maures";"ZA les Migraniers";83250;"La Londe-les-Maures";;;
EG0425678;;07647580;"Alpha Fenêtres";"57 rte Mantes 78240 Chambourcy";;;;;Non Annonceur;Taux 3;078;"Tryba Chambourcy";"57 route de Mantes";78240;"Chambourcy";;;
EG0425679;;52054296;"Alpha Fenêtres";"31 av Charles de Gaulle 92200 NEUILLY SUR SEINE";;;;;Non Annonceur;Taux 3;092;"Tryba Neuilly-sur-seine";"31 avenue Charles de Gaulle";92200;"Neuilly-sur-seine";;;
EG0425680;;07865272;"Alpha Fenetre";"149 av Maine 75014 PARIS";;;;;Non Annonceur;Taux 3;075;"Tryba Paris - Av Maine";"149 avenue du Maine";75014;"Paris";;;
EG0425681;;07036302;"Alpha Fenêtres";"15 av Versailles 75016 PARIS";;;;;Non Annonceur;Taux 3;075;"Tryba Paris - Garibaldi";"44 boulevard Garibaldi";75015;"Paris";;;
EG0425682;;07036302;"Alpha Fenêtres";"15 av Versailles 75016 PARIS";;;;;Non Annonceur;Taux 3;075;"Tryba Paris - Versailles";"15 avenue de Versailles";75016;"Paris";;;
EG0425683;;52609419;"Alpha Fenêtres";"48 bd Batignolles 75017 PARIS";;;;;Non Annonceur;Taux 3;075;"Tryba Paris - Batignolles";"48 boulevard des Batignolles";75017;"Paris";;;
EG0425684;;57010940;"Alpifen Sasu";"  rte Nationale 6 73190 Saint Jeoire Prieuré";;;;;Non Annonceur;Taux 3;073;"Tryba Saint-jeoire-prieuré";"Route Nationale 6";73190;"Saint-jeoire-prieuré";;;
EG0425685;;54421301;"Alpifen";"318 av Mar Leclerc 73700 BOURG SAINT MAURICE";;;;09151796;Annonceur Module;Taux 2;073;"Tryba Bourg-saint-maurice";"318 avenue Maréchal Leclerc";73700;"Bourg-saint-maurice";;;
EG0425686;;12431849;"Alpifen";"70 za Rubellin 73730 CEVINS";;;;09151796;Annonceur Module;Taux 2;073;"Tryba Cevins";"ZA de Rubellin (à côté de Jugand 4x4)";73730;"Cevins";;;
EG0425687;;52718302;"Alpifen";"245 r Jean Jaurès 73300 SAINT JEAN DE MAURIENNE";;;;09151796;Annonceur Module;Taux 2;073;"Tryba Saint-jean-de-maurienne";"245 rue Jean Jaurès";73300;"Saint-jean-de-maurienne";;;
EG0425688;;54428657;"Alpifen";"40 esp Fontaines 73400 UGINE";;;;09151796;Annonceur Module;Taux 2;073;"Tryba Ugine";"Avenue Paul Girod";73400;"Ugine";;;
EG0425689;;53423040;"Alpifen";"rte Aéroport 73420 VOGLANS";;;;09151796;Annonceur Module;Taux 2;073;"Tryba Voglans";"route de l'Aéroport";73420;"Voglans";;;
EG0425690;;56971180;"Tryba Saint Pierre D'albigny";"176   Les Hauts de St Pierre 73250 Saint Pierre d'Albigny";;;;09151796;Annonceur Module;Taux 2;073;"Tryba Saint Pierre D'albigny";"ZA de Carouge";73250;"Saint pierre d'albigny";;;
EG0425691;;56340323;"Alsace Fermetures Solutions Et Services";"13 A qu Rotterdam 68110 ILLZACH";;;;51596354;Annonceur Module;Taux 2;068;"Tryba Illzach";"13a quai de Rotterdam";68110;"Illzach";;;
EG0425693;;56620110;"Altorenov";"5 r Rouget de Lisle 32000 AUCH";;;;;Non Annonceur;Taux 3;032;"Tryba Auch";"5 7 rue Rouget de L'Isle";32000;"Auch";;;
EG0425694;;53049982;"AFP Vannes Tryba";"19 r D'Alsace 56860 SENE";;;;53049982;Annonceur Module;Taux 2;056;"Tryba Séné";"19 rue d'Alsace";56860;"Séné";;;
EG0425695;;08513019;"Amc Fenêtres";"32 B bd Victor Hugo 02100 SAINT QUENTIN";;;;08513019;Annonceur Module;Taux 2;002;"Tryba Saint-quentin";"32 boulevard Victor Hugo";02100;"Saint-quentin";;;
EG0425696;;53354417;"Amc Fenêtres";"4 r Vervins 02500 HIRSON";;;;08513019;Annonceur Module;Taux 2;002;"Tryba Hirson";"4 rue de Vervins";02500;"Hirson";;;
EG0425697;;53351756;"AMC Fenêtres";"6 pl République 60400 NOYON";;;;08513019;Annonceur Module;Taux 2;060;"Tryba Noyon";"6 place de la République";60400;"Noyon";;;
EG0425698;;54900569;"Tryba";"34   fg Bretagne 80200 Péronne";;;;08513019;Annonceur Module;Taux 2;080;"Tryba Péronne";"34 rue du Faubourg de Bretagne";80200;"Péronne";;;
EG0425699;;50322688;"AMN LANDES";"2205 RTE Capbreton 40230 BENESSE MAREMNE";;;;08560470;Annonceur Module;Taux 2;040;"Tryba Benesse Maremne";"2205 route de Capbreton";40230;"Benesse maremne";;;
EG0425700;;55345187;"APF 78";"5 PL Pierre Bérégovoy 78280 GUYANCOURT";;;;55345187;Annonceur PVI;Taux 1;078;"Tryba Guyancourt";"5 7 place Pierre Beregovoy";78280;"Guyancourt";;;
EG0425701;;51650170;"Aquitaine Fenêtres Et Portes SARL";"320 AV Médoc 33320 EYSINES";;;;51650170;Annonceur PVI;Taux 1;033;"Tryba Eysines";"322 avenue du Médoc";33320;"Eysines";;;
EG0425702;;08560470;"A.M.N";"2 AV Cambo 64600 ANGLET";;;;08560470;Annonceur Module;Taux 2;064;"Tryba Anglet";"Rond point de Sutar   2 avenue de Cambo";64600;"Anglet";;;
EG0425703;;56686968;"TRYBA";"570 bd Industrie 33260 CAZAUX";;;;;Non Annonceur;Taux 3;033;"Tryba La Teste-de-buch";"570 boulevard de l'Industrie";33260;"La teste-de-buch";;;
EG0425704;;09336238;"AREVAL";"15 r Bois D'Orly 57685 AUGNY";;;;09336238;Annonceur Module;Taux 2;057;"Tryba Augny";"15 rue du Bois d'Orly";57685;"Augny";;;
EG0425705;;57012722;"Tryba";"103 bis av Fernand Lobbedez 62000 ARRAS";;;;;Non Annonceur;Taux 3;062;"Tryba Arras";"103 bis avenue Fernand Lobbedez";62000;"Arras";;;
EG0425706;;08969787;"Tryba Artemis Menuiseries";"9 av Roger Lapébie 33140 VILLENAVE D'ORNON";;;;08969787;Annonceur PVI;Taux 1;033;"Tryba Villenave-d'ornon";"9 11 avenue Roger Lapébie";33140;"Villenave-d'ornon";;;
EG0425707;;53559043;"ARTIBAIE";"17 BD Tilsit 95290 L'ISLE ADAM";;;;;Non Annonceur;Taux 3;095;"Tryba L'isle-adam";"17 boulevard de Tilsit";95290;"L'isle-adam";;;
EG0425708;;50599856;"As De Carreau 27";"19 R Docteur Roux 27000 EVREUX";;;;50599856;Annonceur Module;Taux 2;027;"Tryba Evreux";"19 rue du Docteur Roux";27000;"Evreux";;;
EG0425710;;05586921;"Atelier De La Fenêtre";"244 AV Cheval Blanc 84300 CAVAILLON";;;;05586921;Annonceur Module;Taux 2;084;"Tryba Cavaillon";"244 avenue de Cheval Blanc";84300;"Cavaillon";;;
EG0425711;;51905195;"Atelier De La Fenetre";"725 av Victor Hugo 84400 APT";;;;05586921;Annonceur Module;Taux 2;084;"Tryba Apt";"725 Avenue Victor Hugo";84400;"Apt";;;
EG0425712;;52291333;"Atelier De La Fenêtre";"100 av Pierre Sémard 84000 AVIGNON";;;;52099848;Annonceur Module;Taux 2;084;"Tryba Avignon";"100 avenue Pierre Semard";84000;"Avignon";;;
EG0425713;;08492558;"Aubagne Habitat";"30 AV Roger Salengro 13400 AUBAGNE";;;;;Non Annonceur;Taux 3;013;"Tryba Aubagne";"30 avenue Roger Salengro";13400;"Aubagne";;;
EG0425714;;08429551;"Authentique Fenêtre SARL";"33 R Mar Fayolle 16000 ANGOULEME";;;;08429551;Annonceur PVI et Video;Taux 1;016;"Tryba Angoulême";"33 rue du Maréchal Fayolle";16000;"Angoulême";;;
EG0425715;;56000427;"AUTHENTIQUE FENETRE";"6 pl Croix Blanche 16150 CHABANAIS";;;;;Non Annonceur;Taux 3;016;"Tryba Chabanais";"6 Place de la Croix Blanche";16150;"Chabanais";;;
EG0425716;;56002976;"Authentique Fenêtres";"83 av Victor Hugo 16100 COGNAC";;;;08429551;Annonceur PVI et Video;Taux 1;016;"Tryba Cognac";"83 Avenue VICTOR HUGO";16100;"Cognac";;;
EG0425717;;51976235;"TRYBA";"10 R Pasteur 18100 VIERZON";;;;51976235;Annonceur;Taux 3;018;"Tryba Vierzon";"rue Pasteur";18100;"Vierzon";;;
EG0425718;;09398059;"Avenir Fermetures";"19 r St Vosy 43700 BRIVES CHARENSAC";;;;;Non Annonceur;Taux 3;043;"Tryba Brives-charensac";"19 rue Saint Vosy";43700;"Brives-charensac";;;
EG0425719;;56124665;"Tryba";"1114   r Lyon 01360 Balan";;;;56124665;Annonceur Module;Taux 2;001;"Tryba La Valbonne";"1114 route de Lyon";01360;"La valbonne";;;
EG0425720;;53683300;"Tryba BAIES 91";"83 B AV Paris 91790 BOISSY SOUS SAINT YON";;;;;Non Annonceur;Taux 3;091;"Tryba Boissy-sous-saint-yon";"83 bis avenue de Paris";91790;"Boissy-sous-saint-yon";;;
EG0425721;;09040015;"Baies Nature";"133 qu George V 76600 LE HAVRE";;;;;Non Annonceur;Taux 3;076;"Tryba Le Havre";"133 quai George V";76600;"Le havre";;;
EG0425723;;08599537;"Tryba Beau Window";"20 bd Léon Feix 95100 ARGENTEUIL";;;;;Non Annonceur;Taux 3;095;"Tryba Argenteuil";"20 boulevard Léon Feix";95100;"Argenteuil";;;
EG0425724;;09218964;"Tryba Beau Window";"6 r René Cassin 95220 HERBLAY";;;;;Non Annonceur;Taux 3;095;"Tryba Herblay";"6 rue René Cassin";95220;"Herblay";;;
EG0425725;;08674607;"Berkani Menuiserie";"40 BD 1848 11100 NARBONNE";;;;08674607;Annonceur;Taux 3;011;"Tryba Narbonne";"40 boulevard de 1848";11100;"Narbonne";;;
EG0425726;;52651891;"Tryba";"51 av Béziers 34490 THEZAN LES BEZIERS";;;;;Non Annonceur;Taux 3;034;"Tryba Thézan-lès-béziers";"51 avenue de Béziers";34490;"Thézan-lès-béziers";;;
EG0425727;;07787445;"Tryba Berkani Menuiserie Concessionnaire";"14 av Charles Cauquil 34350 VALRAS PLAGE";;;;;Non Annonceur;Taux 3;034;"Tryba Valras-plage";"14 avenue Charles Cauquil";34350;"Valras-plage";;;
EG0425728;;57357071;"Tryba Bernard Modde";"RTE Châteauroux 36320 VILLEDIEU SUR INDRE";;;;57357071;Annonceur Module;Taux 2;036;"Tryba Villedieu-sur-indre";"Route nationale 143";36320;"Villedieu-sur-indre";;;
EG0425729;;09206259;"Berry Confort Isolation";"93 av François Mitterrand 18000 BOURGES";;;;09206259;Annonceur Module;Taux 2;018;"Tryba Bourges";"93 avenue François Mitterrand";18000;"Bourges";;;
EG0425730;;51003396;"Berry Confort Isolation";"7 av Jean Jaurès 18200 SAINT AMAND MONTROND";;;;09206259;Annonceur Module;Taux 2;018;"Tryba Saint Amand Montrond";"7 Avenue Jean Jaurès";18200;"Saint amand montrond";;;
EG0425731;;09323912;"BF FENETRES";"15 av Franklin Roosevelt 59600 MAUBEUGE";;;;;Non Annonceur;Taux 3;059;"Tryba Maubeuge";"15 avenue Frankli Roosevelt";59600;"Maubeuge";;;
EG0425732;;09377302;"Tryba Bienvenue";"rte Nationale 568 13500 MARTIGUES";;;;;Non Annonceur;Taux 3;013;"Tryba Martigues";"RN 568 Crois Sainte Autoroute A55";13500;"Martigues";;;
EG0425734;;08768653;"Tryba BT'FNET Concessionnaire";"147 bd Mar Lyautey 14000 CAEN";;;;;Non Annonceur;Taux 3;014;"Tryba Caen";"147 boulevard Maréchal Lyautey";14000;"Caen";;;
EG0425735;;07135236;"BUISSON JLB MENUISERIE PVC SARL";"16 AV Pasteur 87700 AIXE SUR VIENNE";;;;07135236;Annonceur Module;Taux 2;087;"Tryba Aixe-sur-vienne";"16 avenue Pasteur";87700;"Aixe-sur-vienne";;;
EG0425736;;50431055;"Confort Qualité Fermetures Domicile";"4 che Praille 01710 THOIRY";;;;;Non Annonceur;Taux 3;001;"Tryba Thoiry";"4 chemin de la Praille";01710;"Thoiry";;;
EG0425737;;51388115;"Castel Confort Et Fenêtres";"21 r Pasteur 44110 CHATEAUBRIANT";;;;;Non Annonceur;Taux 3;044;"Tryba Châteaubriant";"Rue Alsace Lorraine";44110;"Châteaubriant";;;
EG0425738;;50463146;"Caux Menuiseries Confort";"95 av René Coty 76190 SAINTE MARIE DES CHAMPS";;;;;Non Annonceur;Taux 3;076;"Tryba Sainte-marie-des-champs";"95 avenue René Coty";76190;"Sainte-marie-des-champs";;;
EG0425739;;54734435;"CEP SERVICES";"16 av Jean Jaurès 78230 LE PECQ";;;;54734902;Annonceur Module;Taux 2;078;"Tryba Le Pecq";"16 av  Jean Jaurès";78230;"Le pecq";;;
EG0425740;;54734902;"CEP SERVICES";"99 bd Emile Zola 78800 HOUILLES";;;;;Non Annonceur;Taux 3;078;"Tryba Houilles";"99 boulevard Emile Zola";78800;"Houilles";;;
EG0425741;;08599463;"Tryba Cgd Service";"2 r Landreau 49070 BEAUCOUZE";;;;;Non Annonceur;Taux 3;049;"Tryba Beaucouzé";"2 rue Landreau";49071;"Beaucouzé";;;
EG0425742;;08599463;"Tryba Cgd Service";"2 r Landreau 49070 BEAUCOUZE";;;;;Non Annonceur;Taux 3;049;"Tryba Les Ponts De Cé";"65 Bis rue Victor Hugo";49130;"Les ponts de cé";;;
EG0425743;;12120598;"CGM CONCESIONNAIRE TRYBA";"116 av Pyrénées 31600 MURET";;;;06429119;Annonceur Module;Taux 2;031;"Tryba Muret";"116 avenue des Pyrénées";31600;"Muret";;;
EG0425744;;56967661;"CHAMPAGNE ISOLATION";"R Vignes 10410 VILLECHETIF";;;;;Non Annonceur;Taux 3;010;"Tryba Villechétif";"Rue des Vignes";10410;"Villechétif";;;
EG0425745;;50335417;"Tryba";"5 av Berthelot 69007 LYON";;;;;Non Annonceur;Taux 3;069;"Tryba Lyon";"5 avenue Berthelot";69007;"Lyon";;;
EG0425746;;55223312;"Tryba";"41 av République 69200 VENISSIEUX";;;;;Non Annonceur;Taux 3;069;"Tryba Vénissieux";"41 avenue de la république";69200;"Vénissieux";;;
EG0425747;;57836907;"Tryba";"48 av Gustave Eiffel 37100 TOURS";;;;57836907;Annonceur Module;Taux 2;037;"Tryba Tours";"48 rue Gustave Eiffel";37100;"Tours";;;
EG0425748;;06437477;"Clarté du Jour";"12 r Paulin Richier 08000 CHARLEVILLE MEZIERES";;;;06437477;Annonceur PVI;Taux 1;008;"Tryba Charleville-mezières";"Rue Paulin Richier";08000;"Charleville-mezières";;;
EG0425749;;53649426;"Confort Et Tradition";"26 av Gambetta 75020 PARIS";;;;;Non Annonceur;Taux 3;075;"Tryba Paris - Gamnetta";"26 avenue Gambetta";75020;"Paris";;;
EG0425750;;08832696;"Confort Habitat";"112 AV Abbé Alvitre 19100 BRIVE LA GAILLARDE";;;;08832696;Annonceur Module;Taux 2;019;"Tryba Brive La Gaillarde";"112 avenue Abbé Jean Alvitre";19100;"Brive la gaillarde";;;
EG0425751;;54150769;"Confort Habitat";"93 av Victor Hugo 19000 TULLE";;;;08832696;Annonceur Module;Taux 2;019;"Tryba Tulle";"93 avenue Victor Hugo";19000;"Tulle";;;
EG0425752;;09324994;"Tryba";"10 pl Gare 94370 SUCY EN BRIE";;;;09324994;Annonceur Module;Taux 2;094;"Tryba Sucy-en-brie";"10 place de la Gare";94370;"Sucy-en-brie";;;
EG0425753;;56834814;"Conseil Confort Isolation";"28 av Pierre Brossolette 94000 CRETEIL";;;;09324994;Annonceur Module;Taux 2;094;"Tryba Creteil";"28 avenue Pierre Brossolette";94000;"Creteil";;;
EG0425754;;51527395;"Croisées Lyon Est";"6 r Bretagne 69330 MEYZIEU";;;;51527395;Annonceur Module;Taux 2;069;"Tryba Meyzieu";"6 rue de Bretagne";69330;"Meyzieu";;;
EG0425755;;07455725;"Concessionnaire Tryba";"18 AV Commerce de l'Artisanat 81710 SAIX";;;;07455725;Annonceur PVI;Taux 1;081;"Tryba Saix";"18 avenue du Commerce et de l'Artisanat";81710;"Saix";;;
EG0425756;;07455725;"Concessionnaire Tryba";"18 AV Commerce de l'Artisanat 81710 SAIX";;;;07455725;Annonceur PVI;Taux 1;081;"Tryba Lavaur";"2 bis route du Caraman";81500;"Lavaur";;;
EG0425757;;09351851;"Tryba";"2 r Lieut Dupuis 21200 BEAUNE";;;;09351851;Annonceur Module;Taux 2;021;"Tryba Beaune";"2 rue du Lieutenant Dupuis";21200;"Beaune";;;
EG0425758;;55179980;"Tryba";"34 av République 71400 AUTUN";;;;09351851;Annonceur Module;Taux 2;071;"Tryba Autun";"34 avenue de la République";71400;"Autun";;;
EG0425759;;54359368;"Tryba Delatre Concessionnaire";"67 RTE Nancy 57200 SARREGUEMINES";;;;54359368;Annonceur Module;Taux 2;057;"Tryba Sarreguemines";"Route de Nancy";57200;"Sarreguemines";;;
EG0425760;;57382715;"Tryba DELTA R 03 FERMETURES ET PROTECTIO";"34 bd Gambetta 03200 VICHY";;;;00309223;Annonceur Module;Taux 2;003;"Tryba Vichy";"34 boulevard Gambetta";03200;"Vichy";;;
EG0425761;;00299900;"Dulin Isolation";"39 bd Gén Leclerc 77300 FONTAINEBLEAU";;;;00299900;Annonceur PVI;Taux 1;077;"Tryba Fontainebleau";"39 boulevard du Général Leclerc";77300;"Fontainebleau";;;
EG0425762;;06484654;"Dulin Isolation";"28 av Thiers 77000 MELUN";;;;00299900;Annonceur PVI;Taux 1;077;"Tryba Melun";"28 avenue Thiers";77000;"Melun";;;
EG0425766;;57645758;"DV MENUISERIES";"zi Plegat 12110 AUBIN";;;;;Non Annonceur;Taux 3;012;"Tryba Aubin";"ZI du Plégat";12110;"Aubin";;;
EG0425767;;07486856;"DV Menuiseries";"6 av Hôpital 12000 RODEZ";;;;07486856;Annonceur Module;Taux 2;012;"Tryba Rodez";"6 avenue de l'Hopital";12000;"Rodez";;;
EG0425768;;09234679;"Ems Habitat";"23 R Tournenfils 91540 ORMOY";;;;;Non Annonceur;Taux 3;091;"Tryba Ormoy";"23 rue de Tournenfils";91540;"Ormoy";;;
EG0425769;;53204338;"Ecotherme Aulnay";"53 bd Strasbourg 93600 AULNAY SOUS BOIS";;;;;Non Annonceur;Taux 3;093;"Tryba Aulnay";"53 boulevard de Strasbourg";93600;"Aulnay sous bois";;;
EG0425770;;08106774;"Tryba Ecotherme Bailly";"1 r Irène Joliot Curie 77700 BAILLY ROMAINVILLIERS";;;;00309223;Annonceur Module;Taux 2;077;"Tryba Bailly-romainvilliers";"1 rue Irène Joliot Curie";77700;"Bailly-romainvilliers";;;
EG0425771;;52570125;"Ecotherme Brie Comte Robert";"18 pl Marché 77170 BRIE COMTE ROBERT";;;;;Non Annonceur;Taux 3;077;"Tryba Brie-comte-robert";"place du marché";77170;"Brie-comte-robert";;;
EG0425772;;04474611;"Ecotherme Chelles";"82 AV Maréchal Foch 77500 CHELLES";;;;;Non Annonceur;Taux 3;077;"Tryba Chelles";"82 avenue du Maréchal Foch";77500;"Chelles";;;
EG0425773;;09625949;"ECOTHERME COULOMMIERS";"8 av Strasbourg 77120 COULOMMIERS";;;;;Non Annonceur;Taux 3;077;"Tryba Coulommiers";"8 avenue de Strasbourg";77120;"Coulommiers";;;
EG0425774;;00095212;"Ecotherme Livry Gargan";"147 av Aristide Briand 93190 LIVRY GARGAN";;;;;Non Annonceur;Taux 3;093;"Tryba Livry Gargan";"147 149 avenue Aristide Briand";93190;"Livry gargan";;;
EG0425775;;07675475;"Ecotherme Mareuil";"1 r Ronsard 77100 MAREUIL LES MEAUX";;;;;Non Annonceur;Taux 3;077;"Tryba Mareuil";"1 rue Ronsard";77100;"Mareuil les meaux";;;
EG0425776;;51276439;"E F P";"35 AV Général Leclerc 09000 FOIX";;;;51276439;Annonceur Module;Taux 2;009;"Tryba Foix";"35 avenue du Général Leclerc";09000;"Foix";;;
EG0425777;;00306688;"Espace Fenêtre";"193 IMP Claude Louis Berthollet 54710 LUDRES";;;;00306688;Annonceur Module;Taux 2;054;"Tryba Ludres";"193 rue Berthollet";54710;"Ludres";;;
EG0425778;;50147215;"Espace Fermetures Et Renovation Habitat";"19 r Chasles 78120 RAMBOUILLET";;;;50147215;Annonceur PVI;Taux 1;078;"Tryba Rambouillet";"19 rue Chasles";78120;"Rambouillet";;;
EG0425779;;54420695;"Espace Fermetures 78";"r Croix 78940 LA QUEUE LEZ YVELINES";;;;50147215;Annonceur PVI;Taux 1;078;"Tryba La Queue Les Yvelines";"Zone commerciale des Croix";78940;"La queue les yvelines";;;
EG0425780;;07730490;"Espace Fermetures";"29 r Jean Rostand 28300 MAINVILLIERS";;;;;Non Annonceur;Taux 3;028;"Tryba Mainvilliers";"29 rue Jean Rostand";28300;"Mainvilliers";;;
EG0425781;;51711869;"Espace Fermetures 28 SAS";"5 r Grand Pont 28230 EPERNON";;;;;Non Annonceur;Taux 3;028;"Tryba Epernon";"5 rue du Grand Pont";28230;"Epernon";;;
EG0425782;;08086076;"Tryba";"LD Graviers 61300 SAINT MICHEL THUBEUF";;;;08086076;Annonceur;Taux 3;061;"Tryba L'aigle";"RN 26   Les Graviers St Michel Thubeuf";61300;"L'aigle";;;
EG0425783;;54497314;"Espace Isolation Conseil";"93 bd Sakakini 13005 MARSEILLE";;;;;Non Annonceur;Taux 3;013;"Tryba Marseille";"93 boulevard Sakakini";13005;"Marseille";;;
EG0425784;;56562606;"Exl-Ouvertures";"46 av Edouard Herriot 71000 MACON";;;;56562606;Annonceur Module;Taux 2;071;"Tryba Mâcon";"46 avenue Edouard Herriot";71000;"Mâcon";;;
EG0425785;;51433960;"Faron Fenêtres";"2 r Paris 91400 ORSAY";;;;;Non Annonceur;Taux 3;091;"Tryba Orsay";"2 rue de Paris";91400;"Orsay";;;
EG0425786;;09680330;"Faron Fenêtres";"65 av Robinson 92290 CHATENAY MALABRY";;;;;Non Annonceur;Taux 3;092;"Tryba Châtenay-malabry";"65 avenue de Robinson";92290;"Châtenay-malabry";;;
EG0425787;;09218963;"Fenêtre Conseil";"91 r Gén Leclerc 95600 EAUBONNE";;;;;Non Annonceur;Taux 3;095;"Tryba Eaubonne";"91 rue Général Leclerc";95600;"Eaubonne";;;
EG0425788;;51632341;"Fenêtre Conseil";"1 bd Cotte 95880 ENGHIEN LES BAINS";;;;;Non Annonceur;Taux 3;095;"Fenêtre Conseil Sàrl Enghien";"1 ter boulevard Cotte";95880;"Enghien-les-bains";;;
EG0425789;;09211100;"Fenêtre De L'Avenir";"1 av République 23300 LA SOUTERRAINE";;;;09211100;Annonceur PVI;Taux 1;023;"Tryba La Souterraine";"1 avenue de la République";23300;"La souterraine";;;
EG0425790;;55956304;"Tryba";"8 bd Mar Joffre 92500 RUEIL MALMAISON";;;;55782303;Annonceur Module;Taux 2;092;"Tryba Rueil-malmaison";"8 boulevard du Maréchal Joffre";92500;"Rueil-malmaison";;;
EG0425791;;56450227;"Fenêtres Et Compagnie";"1700 av Dwight Eisenhower 84200 CARPENTRAS";;;;56450227;Annonceur Module;Taux 2;084;"Tryba Carpentras";"1700 avenue Dwight Eisenhower";84200;"Carpentras";;;
EG0425792;;56493154;"Tryba";"50 av Nice 06600 ANTIBES JUAN LES PINS";;;;;Non Annonceur;Taux 3;006;"Tryba Antibes";"50 avenue de Nice";06600;"Antibes";;;
EG0425793;;53633565;"Tryba";"rte Val 83170 BRIGNOLES";;;;09705672;Annonceur Module;Taux 2;083;"Tryba Brignoles";"Rond point Route du Val";83170;"Brignoles";;;
EG0425794;;56997989;"Tryba";"1 r Baou 83470 SAINT MAXIMIN LA SAINTE BAUME";;;;09705672;Annonceur Module;Taux 2;083;"Tryba Saint-maximin-la-sainte-baume";"1 rue du Baou";83470;"Saint-maximin-la-sainte-baume";;;
EG0425795;;50402528;"Fenêtres Portes Chablais";"444 all Larry 74200 MARIN";;;;00309223;Annonceur Module;Taux 2;074;"Tryba Marin";"113 ZAC du Larry";74200;"Marin";;;
EG0425796;;09478504;"Fenêtres et Portes du Léman";"839 av Fer à Cheval 74380 BONNE";;;;;Non Annonceur;Taux 3;074;"Tryba Sallanches";"122  Quai Alexandre Curral";74700;"Sallanches";;;
EG0425797;;09478504;"Fenêtres et Portes du Léman";"839 av Fer à Cheval 74380 BONNE";;;;;Non Annonceur;Taux 3;074;"Tryba Bonne";"839 avenue du Fer à Cheval";74380;"Bonne";;;
EG0425798;;09705672;"Tryba Fenetre et Porte de soleil";"194 imp Figuiers 83520 ROQUEBRUNE SUR ARGENS";;;;09705672;Annonceur Module;Taux 2;083;"Tryba Roquebrune-sur-argens";"Impasse des figuiers";83520;"Roquebrune-sur-argens";;;
EG0425800;;54072291;"Tryba";"61 rte St Tropez 83580 GASSIN";;;;09705672;Annonceur Module;Taux 2;083;"Tryba Gassin";"Route de St Tropez";83580;"Gassin";;;
EG0425801;;56997988;"Tryba";"71 lot Lou Gabian 83600 FREJUS";;;;09705672;Annonceur Module;Taux 2;083;"Tryba Fréjus";"71 avenue Lou Gabian";83600;"Fréjus";;;
EG0425803;;09223411;"FENETRES ET PORTES";"97 B AV Republique 91230 MONTGERON";;;;09223411;Annonceur PVI;Taux 1;091;"Tryba Montgeron";"97b avenue de la République";91230;"Montgeron";;;
EG0425804;;07693359;"FENETRES SERVICES CONFIANCE";"79 av Marne 92600 ASNIERES SUR SEINE";;;;07693359;Annonceur PVI;Taux 1;092;"Tryba Asnières";"79 avenue de la Marne";92600;"Asnières-sur-seine";;;
EG0425805;;07693359;"FENETRES SERVICES CONFIANCE";"79 av Marne 92600 ASNIERES SUR SEINE";;;;07693359;Annonceur PVI;Taux 1;092;"Tryba Colombes";"177 avenue Henri Barbusse";92700;"Colombes";;;
EG0425806;;56137079;"Fenêtres Sur L'oise";"23 AV Gén de Gaulle 60500 CHANTILLY";;;;56137079;Annonceur Module;Taux 2;060;"Tryba Chantilly";"23 avenue du Général De Gaulle";60500;"Chantilly";;;
EG0425807;;50108609;"Fermetures Et Menuiseries Dauphinoises";"1 IMP Benjamin Franklin 38110 ROCHETOIRIN";;;;50108609;Annonceur Module;Taux 2;038;"Tryba Rochetoirin";"1 impasse Benjamin Franklin";38110;"Rochetoirin";;;
EG0425808;;55724639;"FLC 22 - TRYBA";"IMP du Carpon 22440 PLOUFRAGAN";;;;00309223;Annonceur Module;Taux 2;022;"Tryba Ploufragan";"Impasse du Carpont";22440;"Ploufragan";;;
EG0425809;;55136076;"GBO Distribution Tryba";"308 r Paul Laurent 30900 NIMES";;;;55136076;Annonceur Module;Taux 2;030;"Tryba Nîmes";"308 rue Paul Laurent";30000;"Nîmes";;;
EG0425811;;08823456;"Gemma-Tryba Concessionnaire";"137 av Anatole France 94600 CHOISY LE ROI";;;;08823456;Annonceur PVI;Taux 1;094;"Tryba Choisy-le-roi";"137 avenue Anatole France";94600;"Choisy-le-roi";;;
EG0425812;;57382556;"GEMMA";"19 av Youri Gagarine 94400 VITRY SUR SEINE";;;;08823456;Annonceur PVI;Taux 1;094;"Tryba Vitry Sur Seine";"19 avenue Youri Sur Seine";94400;"Vitry sur seine";;;
EG0425813;;50533548;"Tryba";"11 av Rhin et Danube 60000 ALLONNE";;;;;Non Annonceur;Taux 3;060;"Tryba Allonne";"11 avenue Rhin et Danube";60000;"Allonne";;;
EG0425814;;55893205;"Tryba";"rte Ste Sève 29600 SAINT MARTIN DES CHAMPS";;;;55893205;Annonceur;Taux 3;029;"Tryba Saint-martin-les-champs";"Route de Sainte Sève";29600;"Saint-martin-les-champs";;;
